mintore_name,aid,kata,name,rarity,item_type,game
ホウオウ: プロモ [XY-P 224/XY-P],91440,224/XY-P,ホウオウ,プロモ,single,ポケカ
ホウオウ: ミラー [s8a 004/028],141417,004/028,ホウオウ: ミラー,,single,ポケカ
ホウオウ: 旧裏 [PRMF-3 No.250],459270,PRMF-3NO.250,ホウオウ : 旧裏,,single,ポケカ
ホウオウBREAK P [XY-P 225],413423,225/XY-P,ホウオウBREAK,P,single,ポケカ
ホウオウBREAK P [XY154]【英語版】,509329,XY154,ホウオウBREAK,P,single,ポケカ
ホウオウEX R [BW5-O 009/050],108806,009/050,ホウオウEX,R,single,ポケカ
ホウオウEX R: 1ED [BW5 009/050],405105,009/050,ホウオウEX R :1ED,,single,ポケカ
ホウオウEX RR [XY9 068/080],390866,068/080,ホウオウEX,RR,single,ポケカ
ホウオウEX RR: 1ED [XY9 068/080],390865,068/080,ホウオウEX RR :1ED,,single,ポケカ
ホウオウEX SR [BW5 051/050],405188,051/050,ホウオウEX,SR,single,ポケカ
ホウオウEX SR [XY9 088/080],390894,088/080,ホウオウEX,SR,single,ポケカ
ホウオウEX SR: 1ED [BW5 051/050],91614,051/050,ホウオウEX SR :1ED,,single,ポケカ
ホウオウEX SR: 1ED [XY9 088/080],91499,088/080,ホウオウEX SR :1ED,,single,ポケカ
ホウオウEX UR [119/124]【英語版】,511133,119/124,ホウオウEX,UR,single,ポケカ
ホウオウEX UR [121/122]【英語版】,504621,121/122,ホウオウEX,UR,single,ポケカ
ホウオウEX [BW 002/048],635045,002/048,ホウオウEX,,single,ポケカ
ホウオウGX HR [SM3H 059/051],91350,059/051,ホウオウGX,HR,single,ポケカ
ホウオウGX P [SM57]【英語版】,738207,SM57,ホウオウGX,P,single,ポケカ
ホウオウGX P [SM80]【英語版】,738230,SM80,ホウオウGX,P,single,ポケカ
ホウオウGX RR [SM3H 012/051],334994,012/051,ホウオウGX,RR,single,ポケカ
ホウオウGX RR [SM4+ 013/114],335863,013/114,ホウオウGX,RR,single,ポケカ
ホウオウGX SR [SM3H 053/051],105495,053/051,ホウオウGX,SR,single,ポケカ
ホウオウGX SSR [SM8b 210/150],112777,210/150,ホウオウGX,SSR,single,ポケカ
ホウオウGX SUR [SV50/SV94]【英語版】,492507,SV50/SV94,ホウオウGX,SUR,single,ポケカ
ホウオウGX UR [131/147]【英語版】,493017,131/147,ホウオウGX,UR,single,ポケカ
ホウオウLEGEND ☆: 1ED [L1-H 015-016/070],93186,016/070,ホウオウLEGEND ☆: 1ED,,single,ポケカ
ホウオウLEGEND ☆: 再販 [L1-H 015-016/070],93187,016/070,ホウオウLEGEND ☆: 再販,,single,ポケカ
ホウオウV RR [s11a 055/068],95250,055/068,ホウオウV,RR,single,ポケカ
ホウオウV SR [s11a 080/068],95247,080/068,ホウオウV,SR,single,ポケカ
ホウオウV UR [187/195]【英語版】,487153,187/195,ホウオウV,UR,single,ポケカ
ホウオウex P [PCG-P 076],452713,076/PCG-P,ホウオウex,P,single,ポケカ
ホウオウex R [104/115]【英語版】,844258,104/115,ホウオウex,R,single,ポケカ
ホウオウex [CLL 007/032],115271,007/032,ホウオウex,,single,ポケカ
ホウオウex ☆ [PCG4 020/106],438206,020/106,ホウオウex ☆,,single,ポケカ
ホウオウex ☆: 1ED [PCG4 020/106],91787,020/106,ホウオウex ☆: 1ED,,single,ポケカ
ホウオウex: プロモ [PCG-P 030/PLAY],91717,030/PLAY,ホウオウex,プロモ,single,ポケカ
ホエルオー AR [SV9 103/100],497652,103/100,ホエルオー,AR,single,ポケカ
ホエルオー R [032/185]【英語版】,849544,032/185,ホエルオー,R,single,ポケカ
ホエルオー R [BW5 012/050],404980,012/050,ホエルオー,R,single,ポケカ
ホエルオー R [SV9 025/100],497639,025/100,ホエルオー,R,single,ポケカ
ホエルオー R [s4 019/100],144971,019/100,ホエルオー,R,single,ポケカ
ホエルオー R: 1ED [BW5 012/050],404979,012/050,ホエルオー R :1ED,,single,ポケカ
ホエルオー R: リバースホロ [032/185]【英語版】,849545,032/185,ホエルオー R :リバースホロ,,single,ポケカ
ホエルオー U [S11 026/100],136967,026/100,ホエルオー,U,single,ポケカ
ホエルオー U [S11a 026/068],288636,026/068,ホエルオー,U,single,ポケカ
ホエルオー U [SM11a 020/064],290887,020/064,ホエルオー,U,single,ポケカ
ホエルオー U [SM2L 011/050],336246,011/050,ホエルオー,U,single,ポケカ
ホエルオー U [SM7 026/096],334352,026/096,ホエルオー,U,single,ポケカ
ホエルオー U: ミラー [S11a 026/068],288637,026/068,ホエルオー U :ミラー,,single,ポケカ
ホエルオー [MC 181/742],740355,181/742,ホエルオー,,single,ポケカ
ホエルオー [SMH 028/131],401311,028/131,ホエルオー,,single,ポケカ
ホエルオー ◆ [Pt3 031/100],449286,031/100,ホエルオー ◆,,single,ポケカ
ホエルオー ◆: 1ED [Pt3 031/100],449285,031/100,ホエルオー ◆ :1ED,,single,ポケカ
ホエルオー ★ [ADV1 022/055],431762,022/055,ホエルオー ★,,single,ポケカ
ホエルオー ★ [DP4 #374],435439,DP4#374,ホエルオー ★,,single,ポケカ
ホエルオー ★ [L3 023/080],562378,023/080,ホエルオー ★,,single,ポケカ
ホエルオー ★ [PCG5 026/086],437508,026/086,ホエルオー ★,,single,ポケカ
ホエルオー ★: 1ED [ADV1 022/055],431761,022/055,ホエルオー ★ :1ED,,single,ポケカ
ホエルオー ★: 1ED [DP4 #374],435438,DP4#374,ホエルオー ★ :1ED,,single,ポケカ
ホエルオー ★: 1ED [L3 023/080],562376,023/080,ホエルオー ★ :1ED,,single,ポケカ
ホエルオー ★: 1ED [PCG5 026/086],437507,026/086,ホエルオー ★ :1ED,,single,ポケカ
ホエルオー ★: ミラー [L3 023/080],562379,023/080,ホエルオー ★ :ミラー,,single,ポケカ
ホエルオー ★: ミラー: 1ED [L3 023/080],562377,023/080,ホエルオー ★ :ミラー :1ED,,single,ポケカ
ホエルオー: ミラー [SM2+ 016/049],335529,016/049,ホエルオー :ミラー,,single,ポケカ
ホエルオーEX RR [XY5 017/070],381767,017/070,ホエルオーEX,RR,single,ポケカ
ホエルオーEX RR: 1ED [XY5 017/070],381766,017/070,ホエルオーEX RR :1ED,,single,ポケカ
ホエルオーEX SR [XY5 071/070],381872,071/070,ホエルオーEX,SR,single,ポケカ
ホエルオーEX SR: 1ED [XY5-T 071/070],107428,071/070,ホエルオーEX SR :1ED,,single,ポケカ
ホエルオーEX UR [147/160]【英語版】,504777,147/160,ホエルオーEX,UR,single,ポケカ
ホエルオーex RR [M5 015/081],824192,015/081,ホエルオーex,RR,single,ポケカ
ホエルオーex RR [PBL EN 016/084]【英語版】,862254,016/084,ホエルオーex,RR,single,ポケカ
ホエルオーex SR [M5 095/081],826536,095/081,ホエルオーex,SR,single,ポケカ
ホエルオーex UR [PBL EN 097/084]【英語版】,862396,097/084,ホエルオーex,UR,single,ポケカ
ホエルオーex ☆ [ADV2 021/053],110645,021/053,ホエルオーex ☆,,single,ポケカ
ホエルオーex ☆: 1ED [ADV2 021/053],432353,021/053,ホエルオーex ☆ :1ED,,single,ポケカ
ホエルコ C [031/185]【英語版】,849542,031/185,ホエルコ,C,single,ポケカ
ホエルコ C [BW5 011/050],404978,011/050,ホエルコ,C,single,ポケカ
ホエルコ C [M5 014/081],824191,014/081,ホエルコ,C,single,ポケカ
ホエルコ C [PBL EN 015/084]【英語版】,862252,015/084,ホエルコ,C,single,ポケカ
ホエルコ C [S11 025/100],136966,025/100,ホエルコ,C,single,ポケカ
ホエルコ C [S11a 025/068],288634,025/068,ホエルコ,C,single,ポケカ
ホエルコ C [SM11a 019/064],290886,019/064,ホエルコ,C,single,ポケカ
ホエルコ C [SM2L 010/050],336245,010/050,ホエルコ,C,single,ポケカ
ホエルコ C [SM7 025/096],334351,025/096,ホエルコ,C,single,ポケカ
ホエルコ C [SV9 024/100],497638,024/100,ホエルコ,C,single,ポケカ
ホエルコ C [s4 018/100],144970,018/100,ホエルコ,C,single,ポケカ
ホエルコ C: 1ED [BW5 011/050],404977,011/050,ホエルコ C :1ED,,single,ポケカ
ホエルコ C: ミラー [S11a 025/068],288635,025/068,ホエルコ C :ミラー,,single,ポケカ
ホエルコ C: リバースホロ [031/185]【英語版】,849543,031/185,ホエルコ C :リバースホロ,,single,ポケカ
ホエルコ C: リバースホロ [PBL EN 015/084]【英語版】,862253,015/084,ホエルコ C :リバースホロ,,single,ポケカ
ホエルコ P [SM-P 230],404466,230/SM-P,ホエルコ,P,single,ポケカ
ホエルコ [MC 180/742],740354,180/742,ホエルコ,,single,ポケカ
ホエルコ [SMH 027/131],401310,027/131,ホエルコ,,single,ポケカ
ホエルコ ◆ [ADV1 021/055],431760,021/055,ホエルコ ◆,,single,ポケカ
ホエルコ ◆ [ADVEX 032/080],431321,032/080,ホエルコ ◆,,single,ポケカ
ホエルコ ◆: 1ED [ADV1 021/055],431759,021/055,ホエルコ ◆ :1ED,,single,ポケカ
ホエルコ ◆: 1ED [ADVEX 032/080],431320,032/080,ホエルコ ◆ :1ED,,single,ポケカ
ホエルコ ● [DP4 #373],435437,DP4#373,ホエルコ ●,,single,ポケカ
ホエルコ ● [L3 022/080],562374,022/080,ホエルコ ●,,single,ポケカ
ホエルコ ● [PCG5 025/086],437506,025/086,ホエルコ ●,,single,ポケカ
ホエルコ ● [Pt3 030/100],449284,030/100,ホエルコ ●,,single,ポケカ
ホエルコ ●: 1ED [DP4 #373],435436,DP4#373,ホエルコ ● :1ED,,single,ポケカ
ホエルコ ●: 1ED [L3 022/080],562372,022/080,ホエルコ ● :1ED,,single,ポケカ
ホエルコ ●: 1ED [PCG5 025/086],437505,025/086,ホエルコ ● :1ED,,single,ポケカ
ホエルコ ●: 1ED [Pt3 030/100],449283,030/100,ホエルコ ● :1ED,,single,ポケカ
ホエルコ ●: ミラー [L3 022/080],562375,022/080,ホエルコ ● :ミラー,,single,ポケカ
ホエルコ ●: ミラー: 1ED [L3 022/080],562373,022/080,ホエルコ ● :ミラー :1ED,,single,ポケカ
ホエルコ: ミラー [SM2+ 015/049],335528,015/049,ホエルコ :ミラー,,single,ポケカ
ホゲータ AR [CBB1C 03 09/09]【中国語版】,528642,0309/09,ホゲータ,AR,single,ポケカ
ホゲータ AR [SV1a 078/073],113064,078/073,ホゲータ,AR,single,ポケカ
ホゲータ C [PAR EN 023/182]【英語版】,726846,023/182,ホゲータ,C,single,ポケカ
ホゲータ C [SV1a 017/073],269927,017/073,ホゲータ,C,single,ポケカ
ホゲータ C [SV1a 018/073],269928,018/073,ホゲータ,C,single,ポケカ
ホゲータ C [SV8 017/106],401035,017/106,ホゲータ,C,single,ポケカ
ホゲータ P [M-P 018],671484,018/M-P,ホゲータ,P,single,ポケカ
ホゲータ P [SV-P 214],332794,214/SV-P,ホゲータ,P,single,ポケカ
ホゲータ P [SVP EN 002]【英語版】,726242,SVPEN002,ホゲータ,P,single,ポケカ
ホゲータ P [SVP EN 079]【英語版】,726322,SVPEN079,ホゲータ,P,single,ポケカ
ホゲータ P [SVP EN 192]【英語版】,726428,SVPEN192,ホゲータ,P,single,ポケカ
ホゲータ S [SV4a 215/190],151746,215/190,ホゲータ,S,single,ポケカ
ホゲータ [M23 EN 002/015]【英語版】,726712,002/015,ホゲータ,,single,ポケカ
ホゲータ [SV4a 030/190],151719,030/190,ホゲータ,,single,ポケカ
ホゲータ [SVAL 002/021],806376,002/021,ホゲータ,,single,ポケカ
ホゲータ [SVEL 005/020],136233,005/020,ホゲータ,,single,ポケカ
ホゲータ プロモ [126/M-P],890765,126/M-P,ホゲータ,プロモ,single,ポケカ
ホゲータ: ミラー [MC 142/742],740312,142/742,ホゲータ :ミラー,,single,ポケカ
ホゲータ: ミラー [SV4a 030/190],162113,030/190,ホゲータ :ミラー,,single,ポケカ
ホゲータ: ミラー [SVAL 002/021],806377,002/021,ホゲータ :ミラー,,single,ポケカ
ホゲータ: ミラー [SVEL 005/020],139073,005/020,ホゲータ: ミラー,,single,ポケカ
ホゲータex RR [30C EN 015/128]【英語版】,895448,015/128,ホゲータex,RR,single,ポケカ
ホゲータex RR [M6a 009/103],892543,009/103,ホゲータex,RR,single,ポケカ
ホゲータex SAR [M6a 124/103],891192,124/103,ホゲータex,SAR,single,ポケカ
ホゲータex SIR [30C EN 147/128]【英語版】,895579,147/128,ホゲータex,SIR,single,ポケカ
ホシガリス AR [SV1V 090/078],110915,090/078,ホシガリス,AR,single,ポケカ
ホシガリス C [S2 084/096],145412,084/096,ホシガリス,C,single,ポケカ
ホシガリス C [S3 087/100],145230,087/100,ホシガリス,C,single,ポケカ
ホシガリス C [SV1V 061/078],270383,061/078,ホシガリス,C,single,ポケカ
ホシガリス C [s10D 057/067],139497,057/067,ホシガリス,C,single,ポケカ
ホシガリス C [s6K 058/070],141922,058/070,ホシガリス,C,single,ポケカ
ホシガリス S [SV4a 313/190],164695,313/190,ホシガリス,S,single,ポケカ
ホシガリス S [s4a 298/190],144762,298/190,ホシガリス,S,single,ポケカ
ホシガリス [SV4a 148/190],162071,148/190,ホシガリス,,single,ポケカ
ホシガリス [SVD 099/139],129889,099/139,ホシガリス,,single,ポケカ
ホシガリス [SVM 117/175],425300,117/175,ホシガリス,,single,ポケカ
ホシガリス [s4a 148/190],144583,148/190,ホシガリス,,single,ポケカ
ホシガリス: ミラー [SV4a 148/190],162183,148/190,ホシガリス :ミラー,,single,ポケカ
ホシガリス: ミラー [s4a 148/190],144584,148/190,ホシガリス : ミラー,,single,ポケカ
ホップ UR [073/073]【英語版】,491781,073/073,ホップ,UR,single,ポケカ
ホップ [S8a-G 015/015],331678,015/015,ホップ,,single,ポケカ
ホップ [SA 022/023](スターターセットV「水」),377717,022/023,ホップ,,single,ポケカ
ホップ [SA 022/023](スターターセットV「炎」),377761,022/023,ホップ,,single,ポケカ
ホップ [SA 022/023](スターターセットV「草」),377810,022/023,ホップ,,single,ポケカ
ホップ [SA 023/024],377639,023/024,ホップ,,single,ポケカ
ホップ [SA-FG 023/024],331563,023/024,ホップ,,single,ポケカ
ホップ [SC 020/020],377832,020/020,ホップ,,single,ポケカ
ホップ [SC 020/021],377887,020/021,ホップ,,single,ポケカ
ホップ [SC2 019/021],378957,019/021,ホップ,,single,ポケカ
ホップ [SEF 019/021],377949,019/021,ホップ,,single,ポケカ
ホップ [SEK 018/020],377928,018/020,ホップ,,single,ポケカ
ホップ [SH 052/053](ファミリーポケモンカードゲーム「エースバーンV」),379593,052/053,ホップ,,single,ポケカ
ホップ [SH 052/053](ファミリーポケモンカードゲーム「バンギラスV」),379641,052/053,ホップ,,single,ポケカ
ホップ [SH 052/053](ファミリーポケモンカードゲーム「ピカチュウV」),379617,052/053,ホップ,,single,ポケカ
ホップ [SJ 027/028],326949,027/028,ホップ,,single,ポケカ
ホップ [SP1 007/007],331732,007/007,ホップ,,single,ポケカ
ホップ(ホップの日課): プロモ P [S-P 139],291519,139/S-P,ホップ（ホップの日課）,P,single,ポケカ
ホップ: プロモ [S-P 005],106804,005/S-P,ホップ,プロモ,single,ポケカ
ホップ: プロモ [S-P 139],106790,139/S-P,ホップ,プロモ,single,ポケカ
ホップ: ミラー [SA 022/023](スターターセットV「水」),377718,022/023,ホップ :ミラー,,single,ポケカ
ホップ: ミラー [SA 022/023](スターターセットV「炎」),377762,022/023,ホップ :ミラー,,single,ポケカ
ホップ: ミラー [SA 022/023](スターターセットV「草」),377811,022/023,ホップ :ミラー,,single,ポケカ
ホップ: ミラー [SA 023/024],377640,023/024,ホップ :ミラー,,single,ポケカ
ホップ: ミラー [SA-FG 023/024],331564,023/024,ホップ :ミラー,,single,ポケカ
ホップのこだわりハチマキ U [SV9 092/100],489820,092/100,ホップのこだわりハチマキ,U,single,ポケカ
ホップのこだわりハチマキ [M2a 167/193],730208,167/193,ホップのこだわりハチマキ,,single,ポケカ
ホップのこだわりハチマキ [MC 690/742],740926,690/742,ホップのこだわりハチマキ,,single,ポケカ
ホップのアオガラス C [SV9 084/100],497647,084/100,ホップのアオガラス,C,single,ポケカ
ホップのアオガラス [MC 623/742],740844,623/742,ホップのアオガラス,,single,ポケカ
ホップのアーマーガア U [SV9 068/100],497645,068/100,ホップのアーマーガア,U,single,ポケカ
ホップのアーマーガア [MC 520/742],740728,520/742,ホップのアーマーガア,,single,ポケカ
ホップのウッウ U [SV9 087/100],489818,087/100,ホップのウッウ,U,single,ポケカ
ホップのウッウ [M2a 143/193],730184,143/193,ホップのウッウ,,single,ポケカ
ホップのウッウ [MC 624/742],740845,624/742,ホップのウッウ,,single,ポケカ
ホップのウッウ: エネルギーマークミラー [M2a 143/193],732833,143/193,ホップのウッウ :エネルギーマークミラー,,single,ポケカ
ホップのウッウ: モンスターボール/オシャボミラー [M2a 143/193],732832,143/193,ホップのウッウ :モンスターボール/オシャボミラー,,single,ポケカ
