元の表記,状態,みんトレ表記,apparel_id,出どころ,件数,候補,理由
コライドンex 103/078,確定,コライドンex SAR [SV1S 103/078],110953,管理画面,1,110953:コライドンex SAR [SV1S 103/078](4) || 110936:テツノワダチex SAR [SV1V 103/078](-4),
コライドンex(103/078 SAR),確定,コライドンex SAR [SV1S 103/078],110953,管理画面,1,110953:コライドンex SAR [SV1S 103/078](5) || 110936:テツノワダチex SAR [SV1V 103/078](-3),
ゴムゴムの巨人 R-P [OP09-078],確定,ゴムゴムの巨人 R-P [OP09-078],656322,管理画面,1,656322:ゴムゴムの巨人 R-P [OP09-078](7) || 364074:ゴムゴムの巨人 R [OP09-078](ブースターパック「新たなる皇帝」)(1) || 594485:ゴムゴムの巨人 R [OP09-078](スタートデッキ「紫黒 モンキー・D・ルフィ」)(1) || 471476:ゴムゴムの巨人 R [OP09-078]【英語版】(ブースターパック「新たなる皇帝」)(-2),
ゴース(092/165)(ミラー/マスターボール),確定,ゴース C: マスターボールミラー [SV2a 092/165],128210,管理画面,1,,人が選んだ（overrides）
ゴール・D・ロジャー：手配書 SEC-SPC [OP09-118],確定,ゴール・D・ロジャー: 手配書 SEC-SPC [OP09-118],676008,管理画面,1,676008:ゴール・D・ロジャー: 手配書 SEC-SPC [OP09-118](7) || 718236:ゴール・D・ロジャー: 手配書 SEC-SPC [OP09-118]【英語版】(4) || 349470:ゴール・D・ロジャー SEC [OP09-118](-7) || 349472:ゴール・D・ロジャー SEC-GSP [OP09-118](-7),
サカキのギャラドス R: 旧裏[PMCG-G2 No.130](ジム拡張第2弾 「闇からの挑戦」),確定,サカキのギャラドス R: 旧裏 [PMCG-G2 No.130],92140,管理画面,1,,人が選んだ（overrides）
サッポロのピカチュウ [005],確定,サッポロのピカチュウ: プロモ [SM-P 005],91243,管理画面,1,91243:サッポロのピカチュウ: プロモ [SM-P 005](5),型番なし・当たる商品が1つだけ
サトシゲッコウガEX [218],確定,サトシゲッコウガEX: プロモ [XY-P 218](次世代ワールドホビーフェア'16 Winter 来場者 配布品),169062,管理画面,1,,人が選んだ（overrides）
サナ [185/171],確定,サナ [XY-BEST 185/171],91450,管理画面,1,91450:サナ [XY-BEST 185/171](4),
サナ(077/067 SR),確定,サナ SR [S7R 077/067],91168,管理画面,1,91168:サナ SR [S7R 077/067](5) || 91142:カイ SR [S10P 077/067](-3) || 96736:セキ SR [S10D 077/067](-3) || 98651:キバナ SR [S7D 077/067](-3),
サボ SEC-SP (コミパラ) [OP13-120](ブースターパック「受け継がれる意志」),確定,サボ SEC-SP (コミパラ) [OP13-120],676006,管理画面,1,676006:サボ SEC-SP (コミパラ) [OP13-120](9) || 718402:サボ SEC-SP (コミパラ) [OP13-120]【英語版】(6) || 676026:サボ SEC-P [OP13-120](3) || 676007:サボ SEC-RSP (レッドコミパラ) [OP13-120](3),
サボ(SR★/スーパーパラレル)(OP04-083),確定,サボ SR [OP04-083](ブースターパック 謀略の王国),126132,管理画面,1,126132:サボ SR [OP04-083](ブースターパック 謀略の王国)(4) || 129621:サボ SR [OP04-083]( 8パックバトル優勝記念品)(4) || 300062:サボ SR [OP04-083](スペシャルグッズセット「2nd ANNIVERSARY SET」)(4) || 880406:サボ SR [OP04-083](4),再録と同点→初出の弾（手書きに収録の指定なし）
サボ：手配書 SEC-SPC [OP13-120],確定,サボ: 手配書 SEC-SPC [OP13-120],676011,管理画面,1,676011:サボ: 手配書 SEC-SPC [OP13-120](7) || 718404:サボ: 手配書 SEC-SPC [OP13-120]【英語版】(4) || 676026:サボ SEC-P [OP13-120](-7) || 676006:サボ SEC-SP (コミパラ) [OP13-120](-7),
サンダーex(204/165 SAR),確定,サンダーex SAR [SV2a 204/165],128120,管理画面,1,128120:サンダーex SAR [SV2a 204/165](5),
サンダース [186/BW-P],確定,サンダース P [BW-P 186/BW-P],91566,管理画面,1,91566:サンダース P [BW-P 186/BW-P](4),
サンダース(マスターボールミラー)【-】{051/187} [SV8a],要確認,,,管理画面,1,434890:サンダース [SV8a 051/187](6) || 466331:サンダース: モンスターボールミラー [SV8a 051/187](6) || 471601:サンダース: マスターボールミラー [SV8a 051/187](6),候補3つが同点（版・収録違い）
サンダースV【SR】{078/069} [S6a],確定,サンダースV SR [S6a 078/069],96551,管理画面,1,96551:サンダースV SR [S6a 078/069](7),
サーナイトGX(237/150 SSR),確定,サーナイトGX SSR [SM8b 237/150],112800,管理画面,1,112800:サーナイトGX SSR [SM8b 237/150](5),
サーナイトex-デルタ種(015/025)[25th],確定,サーナイトex δ-デルタ種 P [S8a-P 015/025],230981,管理画面,1,,人が選んだ（overrides）
サーファー SAR [M2a 249/193],確定,サーファー SAR [M2a 249/193],730967,管理画面,1,730967:サーファー SAR [M2a 249/193](7),
ザシアン【AR】{087/080} [M2],確定,ザシアン AR [M2 087/080],693513,管理画面,1,693513:ザシアン AR [M2 087/080](7) || 752788:ニャスパー AR [M3 087/080](-6) || 91547:ポケモンだいすきクラブ SR: 1ED [XY2 087/080](-7) || 107347:MハッサムEX SR: 1ED [XY9 087/080](-7),
ザマゼンタ【AR】{107/098} [SV10],確定,ザマゼンタ AR [SV10 107/098],555474,管理画面,1,555474:ザマゼンタ AR [SV10 107/098](7) || 100564:レジドラゴV SR [s12 107/098](-8),
ザルードV(108/S-P),確定,ザルードV ガリガリ君: プロモ [S-P 108],91129,管理画面,1,91129:ザルードV ガリガリ君: プロモ [S-P 108](2),
シャワーズ ★ :1ED [027/088],確定,シャワーズ ★: 1ED [e4 027/088],91905,管理画面,1,91905:シャワーズ ★: 1ED [e4 027/088](6) || 390534:デンチュラ U: 1ED [XY4 027/088](-2) || 430565:ギャラドス ★: 1ED [e5 027/088](-2) || 91902:ギャラドス ★ [e5 027/088](-4),
シャワーズ マスターボールミラー 030/187,確定,シャワーズ: マスターボールミラー [SV8a 030/187],471586,管理画面,1,471586:シャワーズ: マスターボールミラー [SV8a 030/187](6) || 466308:シャワーズ: モンスターボールミラー [SV8a 030/187](-2) || 434885:シャワーズ [SV8a 030/187](-4),
シャワーズEX(194/XY-P),確定,シャワーズEX: プロモ [XY-P 194],127033,管理画面,1,127033:シャワーズEX: プロモ [XY-P 194](4),
シャワーズVMAX(187/S-P)[SA],確定,シャワーズVMAX 夏ポケカ: プロモ [S-P 187],93332,管理画面,1,93332:シャワーズVMAX 夏ポケカ: プロモ [S-P 187](2),
シャワーズex 205/187,確定,シャワーズex SAR [SV8a 205/187],456933,管理画面,1,456933:シャワーズex SAR [SV8a 205/187](4),
シャワーズv 075/069,確定,シャワーズV SR: SA [S6a 075/069],91172,管理画面,1,91172:シャワーズV SR: SA [S6a 075/069](4) || 91624:アーケオス UR: 1ED [BW4 075/069](-4),
シャンクス SR-SP (コミパラ) [OP09-004],確定,シャンクス SR-SP (コミパラ) [OP09-004],349418,管理画面,1,349418:シャンクス SR-SP (コミパラ) [OP09-004](7) || 471384:シャンクス SR-SP (コミパラ) [OP09-004]【英語版】(4) || 349416:シャンクス SR [OP09-004](ブースターパック「新たなる皇帝」)(1) || 349417:シャンクス SR-P [OP09-004](1),
シャーロット・カタクリ SEC [OP03-123](プロモーションカード「チャンピオンシップ2024 記念品」),確定,シャーロット・カタクリ SEC [OP03-123](プロモーションカード「チャンピオンシップ2024 記念品」),237290,管理画面,1,237290:シャーロット・カタクリ SEC [OP03-123](プロモーションカード「チャンピオンシップ2024 記念品」)(7) || 112980:シャーロット・カタクリ SEC [OP03-123](ブースターパック強大な敵)(5) || 328494:シャーロット・カタクリ SEC [OP03-123](プレミアムブースター「ONE PIECE CARD THE BEST」)(5) || 112981:シャーロット・カタクリ SEC-P [OP03-123](ブースターパック強大な敵)(2),
シャーロット・プリン L-P [OP08-058](ブースターパック「二つの伝説」),確定,シャーロット・プリン L-P [OP08-058],265703,管理画面,1,265703:シャーロット・プリン L-P [OP08-058](9) || 385009:シャーロット・プリン L-P [OP08-058]【英語版】(6) || 265702:シャーロット・プリン L [OP08-058](3) || 503472:シャーロット・プリン L-SPC [OP08-058](1),
シャーロット・プリン R [OP08-067](プロモーションカード「フラッグシップバトル ベスト8記念品」),要確認,,,管理画面,1,467306:シャーロット・プリン R [OP08-067](プロモーションカード「フラッグシップバトル ベスト8記念品」)(7) || 510338:シャーロット・プリン R [OP08-067](プロモーションカード「フラッグシップバトル ベスト8記念品」) For Asia(7) || 265706:シャーロット・プリン R [OP08-067](ブースターパック「二つの伝説」)(5) || 265707:シャーロット・プリン R-P [OP08-067](2),候補2つが同点（版・収録違い）
シャーロット・プリン [OP08-067],確定,シャーロット・プリン R [OP08-067](ブースターパック「二つの伝説」),265706,管理画面,1,265706:シャーロット・プリン R [OP08-067](ブースターパック「二つの伝説」)(4) || 467306:シャーロット・プリン R [OP08-067](プロモーションカード「フラッグシップバトル ベスト8記念品」)(4) || 510338:シャーロット・プリン R [OP08-067](プロモーションカード「フラッグシップバトル ベスト8記念品」) For Asia(4) || 265707:シャーロット・プリン R-P [OP08-067](2),再録と同点→初出の弾（手書きに収録の指定なし）
シロナの覇気(114/100 SR),確定,シロナの覇気 SR [S9 114/100],96568,管理画面,1,96568:シロナの覇気 SR [S9 114/100](5) || 93374:おじょうさま SR [S11 114/100](-3) || 126519:ダンサー SR [s8 114/100](-3) || 506151:ナンジャモのハラバリーex SR [SV9 114/100](-3),
シロナの覇気【SR】{114/100} [S9],確定,シロナの覇気 SR [S9 114/100],96568,管理画面,1,96568:シロナの覇気 SR [S9 114/100](7) || 93374:おじょうさま SR [S11 114/100](-6) || 126519:ダンサー SR [s8 114/100](-6) || 506151:ナンジャモのハラバリーex SR [SV9 114/100](-6),
ジェイガルシア・サターン聖 R-RP [OP13-083](ブースターパック「受け継がれる意志」),確定,ジェイガルシア・サターン聖 R-RP [OP13-083],676062,管理画面,1,,人が選んだ（overrides）
ジャローダV(084/068 CSR),確定,ジャローダV CSR [s11a 084/068],95123,管理画面,1,95123:ジャローダV CSR [s11a 084/068](5),
ジュエリー・ボニー SEC-SP (コミパラ) [OP12-118],確定,ジュエリー・ボニー SEC-SP (コミパラ) [OP12-118],588855,管理画面,1,588855:ジュエリー・ボニー SEC-SP (コミパラ) [OP12-118](7) || 666985:ジュエリー・ボニー SEC-SP (コミパラ) [OP12-118]【英語版】(4) || 583602:ジュエリー・ボニー SEC [OP12-118](1) || 588854:ジュエリー・ボニー SEC-P [OP12-118](1),
ジュエリー・ボニー SEC-SP (コミパラ) [OP12-118](ブースターパック「師弟の絆」),確定,ジュエリー・ボニー SEC-SP (コミパラ) [OP12-118],588855,管理画面,1,588855:ジュエリー・ボニー SEC-SP (コミパラ) [OP12-118](9) || 666985:ジュエリー・ボニー SEC-SP (コミパラ) [OP12-118]【英語版】(6) || 583602:ジュエリー・ボニー SEC [OP12-118](3) || 588854:ジュエリー・ボニー SEC-P [OP12-118](3),
スイクン ★ :1ED [031/092],確定,スイクン ★: 1ED [e2 031/092],91767,管理画面,1,91767:スイクン ★: 1ED [e2 031/092](6) || 449039:ゴースト ◆: 1ED [DP6 031/092](-2) || 91768:スイクン ★ [e2 031/092](-4) || 449040:ゴースト ◆ [DP6 031/092](-4),
スイクンGX(098/095 SR),確定,スイクンGX SR [SM8 098/095],104690,管理画面,1,104690:スイクンGX SR [SM8 098/095](5) || 339683:フライゴンGX SR [SM12 098/095](-3) || 393042:ベトベトン&アローラベトベトンGX SR [SM10 098/095](-3) || 396399:コイキング&ホエルオーGX SR [SM9 098/095](-3),
ステラミラクル(3パック),確定,ポケモンカードゲーム スカーレット&バイオレット 拡張パック「ステラミラクル」パック ×3,283207,管理画面,1,283207:ポケモンカードゲーム スカーレット&バイオレット 拡張パック「ステラミラクル」パック(3) || 283206:ポケモンカードゲーム スカーレット&バイオレット 拡張パック「ステラミラクル」ボックス(0) || 283208:ポケモンカードゲーム スカーレット&バイオレット デッキビルドBOX「ステラミラクル」(-2) || 567444:【シュリンクなし】 ポケモンカードゲーム スカーレット&バイオレット 拡張パック「ステラミラクル」ボックス(-2),型番なし・名前で一致
ストームエメラルダ,確定,ポケモンカードゲームMEGA 拡張パック「ストームエメラルダ」パック,846049,在庫管理・管理画面,1,,人が選んだ（overrides）
スペシャルBOX『ルイージピカチュウ』【未開封BOX】{-} [未開封BOX],確定,ポケモンカードゲーム XY ブレイク ルイージピカチュウスペシャル ボックス,46005,管理画面,1,46005:ポケモンカードゲーム XY ブレイク ルイージピカチュウスペシャル ボックス(5),型番なし・当たる商品が1つだけ
セレビィVMAX(084/070 HR),確定,セレビィVMAX HR [S6K 084/070],96647,管理画面,1,96647:セレビィVMAX HR [S6K 084/070](5) || 96728:はくばバドレックスVMAX HR [S6H 084/070](-3) || 99572:いちげきウーラオスVMAX HR [S5I 084/070](-3) || 91188:れんげきウーラオスVMAX HR: SA [S5R 084/070](-5),
ゼイユ,確定,ゼイユ SAR [SV6 130/101],255643,管理画面,1,,人が選んだ（overrides）
ゼウス R-SPC [OP11-106](エクストラブースター「エッグヘッドクライシス」),確定,ゼウス R-SPC [OP11-106],751309,管理画面,1,751309:ゼウス R-SPC [OP11-106](9) || 779134:ゼウス R-SPC [OP11-106]【英語版】(4) || 498160:ゼウス R [OP11-106](プロモーションカード「バンダイカードゲームズフェス 24-25 Edition」)(1) || 520553:ゼウス R-P [OP11-106](1),
ゼクロム 021/025,確定,ゼクロム: プロモ [S8a-P 021/025],98530,管理画面,1,98530:ゼクロム: プロモ [S8a-P 021/025](4),
ゼクロムex【SAR】{169/086} [SV11B],確定,ゼクロムex SAR [SV11B 169/086],607934,管理画面,1,607934:ゼクロムex SAR [SV11B 169/086](7) || 607939:ケルディオex SAR [SV11W 169/086](-6),
ゼニガメ(170/165 AR),確定,ゼニガメ AR [SV2a 170/165],128086,管理画面,1,128086:ゼニガメ AR [SV2a 170/165](5),
ゼラオラVMAX(219/172 SAR),確定,ゼラオラVMAX SAR [s12a 219/172],103840,管理画面,1,103840:ゼラオラVMAX SAR [s12a 219/172](5),
ゼルネアスBREAK(097/171),確定,ゼルネアスBREAK [XY 097/171],385949,管理画面,1,385949:ゼルネアスBREAK [XY 097/171](2),
ソルガレオ&ルナーラGX 063/049,確定,ソルガレオ&ルナアーラGX (リーリエ) SR: SA (ソルルナGX) [SM11b 063/049],91279,管理画面,1,,人が選んだ（overrides）
ソルガレオGX(125/114 UR),確定,ソルガレオGX UR [SM4+ 125/114],91327,管理画面,1,91327:ソルガレオGX UR [SM4+ 125/114](5),
ダークライGX(063/049 HR),確定,ダークライGX HR [SM2+ 063/049],93108,管理画面,1,93108:ダークライGX HR [SM2+ 063/049](5) || 91279:ソルガレオ&ルナアーラGX (リーリエ) SR: SA (ソルルナGX) [SM11b 063/049](-4),
テツノカシラex(094/071 SAR),確定,テツノカシラex SAR [SV5M 094/071],180202,管理画面,1,180202:テツノカシラex SAR [SV5M 094/071](5) || 118631:ディンルーex SAR [SV2D 094/071](-3) || 120840:イキリンコex SAR [SV2P 094/071](-3) || 180179:ウネルミナモex SAR [SV5K 094/071](-3),
